Processor Speed,Processor Cores,RAM Gbs,Storage Gbs,Display Inches,GPU Model,USB Ports,Operating System,Weight,url,Battery mAh
4.2 GHz,4,8,128,12.3,Intel Iris Xe Graphics,2,Windows 10 Pro 64 bits,770,https://www.pccomponentes.com/microsoft-surface-pro-7-intel-core-i5-1135g7-8gb-128gb-ssd-123-tactil-platino,
2.7 GHz,8,16,1,15.6,AMD Vega 7,4,,,https://www.pccomponentes.com/portatil-portatil-alurin-flex-advance-amd-r7-5700u-156-16gb-1tb-batman-core,
2.0 GHz,8,32,1000,15.6,AMD Vega 7,3,Windows 11,1.7,https://www.pccomponentes.com/portatil-portatil-alurin-flex-advance-amd-ryzen-7-5825u-32gb-1tb-ssd-156-windows,4000
4.5GHz,8,16,512,15.6,AMD Radeon Graphics,5,Windows 11 Home 64 Bits,1.7,https://www.pccomponentes.com/asus-vivobook-15-m1502ya-nj153w-amd-ryzen-7-7730u-16gb-512gb-ssd-156,
up to 3.8GHz,8,8,512,15.6,Intel UHD Graphics,3,Windows 11 Home in S mode,1.63,https://www.pccomponentes.com/portatil-asus-vivobook-go-15-e1504ga-nj463w-intel-core-i3-n305-8gb-512gb-ssd-156,
800,4,8,256,15.6,Intel UHD Graphics,3,,1.8,https://www.pccomponentes.com/acer-extensa-15-ex215-33-c0de-intel-celeron-n100-8gb-256gb-ssd-156,
2.9 GHz,2,8 GB,256 GB,13.3 inches,Intel HD Graphics 6000,2,macOS Sierra,1.35 kg,https://www.pccomponentes.com/apple-macbook-air-intel-core-i5-8gb-256gb-ssd-133-plata-teclado-ingles,
"1,7 GHz",4,8,512,14,Intel UHD Graphics,5,Windows 10 Pro 64 bits,1.47,https://www.pccomponentes.com/dell-latitude-5410-intel-core-i5-10210u-8gb-512gb-ssd-14,
4.2,4,8,256,14,Intel Iris Xe Graphics,4,Windows 10 Pro 64 bits,1.4,https://www.pccomponentes.com/dell-latitude-5420-intel-core-i5-1135g7-8gb-256gb-ssd-14,
2.8GHz,2,8,256,15.6,Intel UHD Graphics 600,4,,1.85,https://www.pccomponentes.com/lenovo-v15-igl-intel-celeron-n4020-8-gb-256-gb-ssd-156,
4.2 GHz,4,8,512,15.6,Intel Iris Xe Graphics,5,,1.783,https://www.pccomponentes.com/medion-akoya-s15449-intel-core-i5-1135g7-8-gb-512gb-ssd-156,
,4,8,256,13.5,Intel Iris Plus Graphics,2,Windows 10 Pro 64 bits,1.2,https://www.pccomponentes.com/microsoft-surface-laptop-3-negro-intel-core-i5-1035g7-8gb-256gb-ssd-135-tactil,
3.4,4,16,512,15.6,,2,Windows 11,1.67,https://www.pccomponentes.com/portatil-ninkear-n15-air-laptop-intel-n95-16gb-512gb-ssd-156-teclado-ingles,5800
1.92,4,4,64,10.1,,,Windows 10 Home 64 bits,,https://www.pccomponentes.com/denver-nbq-10125es-intel-atom-x5-z8350-4gb-64gb-emmc-101-tactil,6000
,4,8,128,14,Intel UHD Graphics,2,ChromeOS,1.47,https://www.pccomponentes.com/portatil-asus-chromebook-cx1400cka-nk0724-intel-celeron-n4500-8gb-128gb-emmc-14,
,2,4,32,11.6,,4,ChromeOS,1.31,https://www.pccomponentes.com/asus-chromebook-cr1-cr1100cka-gj0277-intel-celeron-n5100-4gb-32gb-emmc-116,
3.4GHz,,4,32,11.6,Intel UHD Graphics,5,ChromeOS,1.3,https://www.pccomponentes.com/portatil-asus-chromebook-cr11-flip-cr1104fga-ns0038-intel-n100-4gb-32gb-emmc-116-tactil,
3.4GHz,,8GB,64GB,11.6,Intel UHD Graphics,4,ChromeOS,1.3kg,https://www.pccomponentes.com/portatil-asus-chromebook-cr11-flip-cr1104fga-ns0040-intel-n100-8gb-64gb-emmc-116-tactil,
,2,4,64,11.6,Intel UHD Graphics,4,ChromeOS,1.39,https://www.pccomponentes.com/portatil-asus-chromebook-cr1100fka-bp0069-intel-celeron-n4500-4gb-64gb-emmc-116-tactil-teclado-frances,
2.06 GHz,2,4,64,11.6,,3,ChromeOS,1.42,https://www.pccomponentes.com/asus-chromebook-cr1100fka-bp0566-intel-celeron-n5100-4gb-32gb-emmc-116-tactil,4800
3.4GHz,,4GB,32GB,11.6,Intel UHD Graphics,4,ChromeOS,1.3kg,https://www.pccomponentes.com/portatil-asus-chromebook-cr1104cga-n00023-intel-n100-4gb-32gb-emmc-116,
2.0 GHz,8,4,32,11.6,,5,ChromeOS,1.41,https://www.pccomponentes.com/portatil-asus-chromebook-cz11-flip-cz1104fm2a-ns0028-mediatek-kompanio-520-4gb-32gb-emmc-116-tactil,
,2,4,32,11.6,,3,ChromeOS,1.42,https://www.pccomponentes.com/asus-chromebook-flip-cr1-cr1100fka-bp0568-intel-celeron-n5100-8gb-64gb-emmc-116-tactil,
4.4GHz,6,8,256,14,Intel UHD Graphics,4,Windows 11 Pro,1.49,https://www.pccomponentes.com/asus-expertbook-b1-b1402cba-eb1905x-intel-core-i3-1215u-8gb-256ggb-ssd-14,
4.70GHz,10,16,512,15.6,Intel Iris Xe Graphics,5,FreeDOS (Sin Sistema Operativo),1.69,https://www.pccomponentes.com/asus-expertbook-b1-b1502cba-ej0439-intel-core-i7-1255u-16gb-512gb-ssd-156,
Base speed: 2.0 GHz (no boost/turbo speeds found),4,8,512,13.3,,2,Windows 11 Pro,1.52,https://www.pccomponentes.com/portatil-asus-expertbook-b3-b3404cma-q50728x-intel-core-ultra-5-125h-16gb-512gb-ssd-14,
2.4 GHz,8,16,512,13.3,,2,Windows 11 Pro,1.52,https://www.pccomponentes.com/portatil-asus-expertbook-b3-b3404cma-q50729x-intel-core-ultra-7-155h-16gb-512gb-ssd-14,
4.40GHz,10,16,512,14,Intel Iris Xe Graphics,5,Windows 11 Pro 64 bits,1.61,https://www.pccomponentes.com/asus-expertbook-b3-flip-b3402fba-ec0435x-intel-core-i5-1235u-16gb-512gb-ssd-14-tactil,
,4,16,512,13.3,,2,Windows 11 Pro,1.46,https://www.pccomponentes.com/portatil-asus-expertbook-b5-b5404cma-q50750x-intel-core-ultra-5-125u-16gb-512gb-ssd-14,
4.8,12,16,512,13.27,,6,Windows 11 Pro,1.34,https://www.pccomponentes.com/portatil-asus-expertbook-b5-b5404cma-q70062x-intel-core-ultra-7-155u-16gb-512gb-ssd-14-teclado-frances,
2.6 GHz,4,8,512,14,,3,Windows 11 Home,1.69,https://www.pccomponentes.com/portatil-asus-expertbook-b1-b1502cva-bq0883w-intel-core-i7-1355u-16gb-512gb-ssd-156,42
4.7GHz,4,16GB,512GB,14,Integrated: Intel UHD Graphics,5,,1.55kg,https://www.pccomponentes.com/asus-f1400ea-eb1593-intel-core-i7-1165g7-16gb-512gb-ssd-14,
,4,64,,14,NVidia GeForce RTX 4060,3,Windows 11 Pro,1.38,https://www.pccomponentes.com/portatil-asus-proart-px13-oled-hn7306wv-lx002x-amd-ryzen-ai-9-hx-370-32gb-1tb-ssd-rtx-4060-133-tactil-teclado-frances,
2.4 GHz,8,16,512,15.6,NVIDIA RTX 3000,4,Windows 11 Pro,2.4,https://www.pccomponentes.com/asus-proart-studiobook-pro-16-oled-w7604j3d-my012x-intel-core-i9-13980hx-64gb-1tb-ssd-rtx-3000-16-tactil-teclado-frances,
,8,16,1000,15.6,NVidia GeForce RTX 4080 Ti,3,Windows,,https://www.pccomponentes.com/asus-rog-flow-x16-2023-gv601vi-nl017w-intel-core-i9-13900h-32gb-1tb-ssd-rtx-4070-16-tactil,
,8,16,1000,15.6,NVidia GeForce RTX 4080 Ti,3,,,https://www.pccomponentes.com/asus-rog-flow-x16-2023-gv601vv-nf015w-intel-core-i9-13900h-16gb-1tb-ssd-rtx-4060-16-tactil,
3500,16,64,1024,15.6,Nvidia GeForce RTX 4070,5,,2.5,https://www.pccomponentes.com/asus-rog-strix-g16-g614ji-n3163-intel-core-i7-13650hx-32gb-1tb-ssd-rtx-4070-16,
,,,,15.6,,,,,https://www.pccomponentes.com/portatil-asus-rog-strix-g16-g614ji-n4081-intel-core-i7-13650hx-32gb-1tb-ssd-rtx-4070-16,
,,64,512,13.94,NVidia GeForce RTX 4080 Ti,5,,2.5,https://www.pccomponentes.com/asus-rog-strix-g16-g614jv-n4008-intel-core-i9-13980hx-32gb-1tb-ssd-rtx-4060-16,
2.8,4,16,512,14,NVidia GeForce RTX™ serie 40,5,,2.8,https://www.pccomponentes.com/asus-rog-strix-g17-g713pi-hx004-amd-ryzen-9-7945hx-32gb-1tb-ssd-rtx-4070-173,
,8,16,256,15.6,NVIDIA GeForce RTX 3070 Ti,5,,2.7,https://www.pccomponentes.com/asus-rog-strix-g17-g713rw-ll009-amd-ryzen-9-6900hx-32gb-1tb-ssd-rtx-3070ti-173,
up to 4.8 GHz,16,64,1024,15.6,Nvidia GeForce RTX 3080 Ti,3,Windows 11 Home,3.48,https://www.pccomponentes.com/portatil-asus-rog-strix-scar-18-g835lw-sa077w-intel-core-ultra-9-275hx-64gb-2tb-ssd-rtx-5080-18,
5.2GHz,8,32,,12.28,NVidia GeForce RTX 4080 Ti,4,Windows 11 Home 64 Bits,1.72,https://www.pccomponentes.com/asus-rog-zephyrus-g14-2023-ga402xv-n2028w-amd-ryzen-9-7940hs-32gb-1tb-ssd-rtx-4060-14,
5.2GHz,8,32,,12.28,NVidia GeForce RTX 40,4,,1.72,https://www.pccomponentes.com/asus-rog-zephyrus-g14-2023-ga402xv-n2041-amd-ryzen-9-7940hs-32gb-1tb-ssd-rtx-4060-14,
1.8,6,16,256,13.3,NVidia GeForce RTX 3050,4,,1.6,https://www.pccomponentes.com/asus-rog-zephyrus-g14-ga401qc-k2175-amd-ryzen-7-5800hs-16gb-1tb-ssd-rtx-3050-14,
5.1,12,32,2048,16,Nvidia GeForce RTX 4070,5,Windows 11 Home,1.85,https://www.pccomponentes.com/portatil-asus-rog-zephyrus-g16-ga605wi-amd-ryzen-ai-9-hx-370-32gb-2tb-rtx4070-16-pt,
,16,64,1024,14,NVidia RTX,5,Windows 11 Home,1.95,https://www.pccomponentes.com/portatil-asus-rog-zephyrus-g16-oled-gu605cw-qr127w-intel-core-ultra-9-285h-64gb-2tb-ssd-rtx-5080-16,
,16,8,512,15.6,NVIDIA GeForce RTX 3070,5,,2.7,https://www.pccomponentes.com/asus-rog-strix-g17-g713qr-k4048-amd-ryzen-9-5900hx-16gb-1tb-ssd-rtx-3070-173,90000
Base speed instead of boost,8,16,512,15.6,NVidia GeForce RTX 3070,3,SIN SISTEMA OPERATIVO,2.7,https://www.pccomponentes.com/asus-rog-strix-g17-g713qr-k4189-amd-ryzen-7-5800h-32gb-1tb-ssd-rtx-3070-173,
,,64,512,15.6,NVidia RTX,3,,,https://www.pccomponentes.com/asus-tuf-dash-f15-fx517ze-hn050-intel-core-i7-12650h-16gb-512gb-ssd-rtx-3050ti-156,
,12,16,512,15.6,NVidia RTX,2,,,https://www.pccomponentes.com/asus-tuf-dash-f15-fx517zm-hn002-intel-core-i7-12650h-16gb-512gb-ssd-rtx-3060-156,
12,,,,,Nvidia RTX,3,,,https://www.pccomponentes.com/asus-tuf-dash-f15-fx517zr-hn081-intel-core-i7-12650h-32gb-1tb-ssd-rtx-3070-156,
2.20 GHz,8,16,,15.6,NVIDIA GeForce RTX 4080 Ti,3,,2.2,https://www.pccomponentes.com/asus-tuf-gaming-a15-2023-fa507nv-lp041-amd-ryzen-7-7735hs-16gb-1tb-ssd-rtx-4060-156,52000
3500,8,16,512,15.6,NVidia GeForce RTX 4060 Ti,3,,2.2,https://www.pccomponentes.com/asus-tuf-gaming-a15-2023-fa507xi-lp024-amd-ryzen-9-7940hs-32gb-512gb-ssd-rtx-4070-156,
,4,16,256,15.6,NVidia GeForce,4,,2.3,https://www.pccomponentes.com/portatil-asus-tuf-gaming-a15-fa506nfr-hn008-amd-ryzen-7-7435hs-16gb-512gb-ssd-rtx-2050-156,
2.20 GHz,6,8,512,15.6,NVIDIA GeForce RTX 3060 Ti,4,FreeDOS,2.20 kg,https://www.pccomponentes.com/asus-tuf-gaming-a15-fa507rm-hn003-amd-ryzen-7-6800h-16gb-1tb-ssd-rtx-3060-156,90Wh
4.5 GHz,8,16,512,16,AMD Radeon RX 7600S,3,,2.2,https://www.pccomponentes.com/portatil-asus-tuf-gaming-a16-advantage-edition-fa617nsr-n3029-amd-ryzen-7-7435hs-16gb-512gb-ssd-rx-7600s-16,
4.5GHz,8,16,512,15.6,NVIDIA GeForce GTX 1650,5,,2.3,https://www.pccomponentes.com/asus-tuf-gaming-f15-fx506lh-hn042-intel-core-i5-10300h-16gb-512gb-ssd-gtx-1650-156,48W/h
2.5GHz,4,16,512,15.6,NVIDIA GeForce GTX 1650,5,,2.3,https://www.pccomponentes.com/asus-tuf-gaming-f15-fx506lhb-hn324-intel-core-i5-10300h-16gb-512gb-ssd-gtx-1650-156,48
,8,64,256,359.7,Intel Iris Xe Graphics,4,,1.7,https://www.pccomponentes.com/portatil-asus-vivobook-15-f1504va-nj1711-intel-core-i5-1334u-16gb-512gb-ssd-156,
4.7GHz,4,16,512,15.6,Integrated: Intel Iris Xe Graphics,5,,1.85,https://www.pccomponentes.com/asus-vivobook-15-oled-k513ea-l12236-intel-core-i7-1165g7-16gb-512gb-ssd-156,
4.1 GHz,2,8 GB,256 GB,15.6 inches,Integrated Intel UHD,4,Windows 11 Home S,1.8 kg,https://www.pccomponentes.com/asus-vivobook-f1500ea-ej2384w-intel-core-i3-1115g4-8gb-256gb-ssd-156,
4.2GHz,4,8,512,15.6,Integrated Intel Iris Xe,5,Windows 11 Home,1.8kg,https://www.pccomponentes.com/asus-vivobook-f515ea-bq3013w-intel-core-i5-1135g7-8gb-512gb-156,
4.4GHz,6,8,256,14,Integrated: Intel UHD Graphics,4,,1.50,https://www.pccomponentes.com/asus-vivobook-14-f1402za-ek610-intel-core-i3-1215u-8gb-256gb-ssd-14,
2.5,8,16,512,15.6,,4,,1.7,https://www.pccomponentes.com/asus-vivobook-15-m1502ya-nj150-amd-ryzen-7-7730u-8gb-512gb-ssd-156,42
,6,8,512,15.6,Intel Iris Xe Graphics,5,Windows 11 Pro 64 Bits,1.7,https://www.pccomponentes.com/asus-vivobook-15-p1502cza-ej1728x-intel-core-i3-1215u-8gb-512gb-ssd-156,
,12,,0,,NVidia RTX,2,,,https://www.pccomponentes.com/asus-vivobook-16x-k3605zc-pl344w-intel-core-i5-12500h-16gb-512gb-ssd-rtx-3050-16,
2100,4,16,512,14,Intel Iris Xe Graphics,3,,1.8,https://www.pccomponentes.com/portatil-asus-vivobook-16x-k3605zf-mb465-intel-core-i5-12500h-16gb-512gb-ssd-rtx-2050-16,
4.1GHz,2,8,256,15.6,Integrated Intel Iris Xe,4,Windows 11 Home S,1.8,https://www.pccomponentes.com/asus-vivobook-f1500ea-bq2361w-intel-core-i3-1115g4-8gb-256gb-ssd-156,
,4,8,512,14.0,Intel Iris Xe Graphics,3,Windows 11 Home,1.7,https://www.pccomponentes.com/portatil-asus-vivobook-f1504va-nj1730w-intel-core-i5-1334u-16gb-512gb-ssd-156,
1.1,2,8,512,15.6,Intel UHD Graphics,3,Windows 11 Home in S mode,1.57,https://www.pccomponentes.com/portatil-asus-vivobook-go-15-e510ka-ej810w-intel-celeron-n4500-8gb-512gb-ssd-156,
"base speed not found, using boost/turbo",8,16,512,15.6,NVidia GeForce RTX 3080,3,Windows 11 Pro,1.8,https://www.pccomponentes.com/portatil-asus-vivobook-pro-15-oled-n6506mv-intel-core-ultra-9-185h-24gb-1tb-ssd-rtx-4060-156-teclado-frances,
2.9,8,16,512,15.6,,4,Windows 11 Home,1.3,https://www.pccomponentes.com/portatil-asus-vivobook-s-14-oled-s5406sa-pp013w-intel-core-ultra-7-258v-32gb-1tb-ssd-14,
4.7GHz,4,16,512,13.3,Integrated Intel Iris Xe,4,Windows 11 Home 64 bits,1.14,https://www.pccomponentes.com/asus-zenbook-13-oled-ux325ea-kg448w-intel-core-i7-1165g7-16gb-512gb-ssd-133,
up to 5 GHz,12,16,,13.6,,4,Windows 11 Home,1.39,https://www.pccomponentes.com/asus-zenbook-14-oled-ux3402va-km209w-intel-evo-core-i7-1360p-16gb-512gb-ssd-14,
2.5,8,16,512,15.6,AMD Radeon 680M,3,Windows 11 Home,1.4,https://www.pccomponentes.com/asus-zenbook-15-oled-um3504da-ma286w-amd-ryzen-7-7735u-16gb-512gb-ssd-156,
Base speed not specified,,64,0,14.98,NVIDIA GeForce RTX 4070,5,Windows 11 Home 64 bits,2.4,https://www.pccomponentes.com/asus-zenbook-16x-oled-ux7602vi-my034w-intel-core-i9-13900h-32gb-2tb-ssd-rtx-4070-16-tactil,
,8,16,1000,15.6,NVidia GeForce RTX 3080 Ti,3,Windows 11,,https://www.pccomponentes.com/asus-zenbook-pro-duo-15-oled-ux582zm-h2030w-intel-core-i7-12700h-32gb-1tb-ssd-rtx-3060-156-tactil,90
2.8,4,16,512,13.3,Intel Iris Xe Graphics,4,,1.11,https://www.pccomponentes.com/asus-zenbook-13-oled-ux325ea-kg245-intel-core-i7-1165g7-16gb-512gb-ssd-133,
4.5,8,16,512,13.3,Intel Iris Xe,2,Windows,1.39,https://www.pccomponentes.com/asus-zenbook-14-oled-ux3402va-km698-intel-evo-core-i5-1340p-16gb-512gb-ssd-14,
,8,16,512,13.5,Intel Arc Graphics,3,Windows 11 Home,1.65,https://www.pccomponentes.com/portatil-asus-zenbook-duo-ux8406ca-pz152w-intel-core-ultra-9-285h-32gb-1tb-ssd-14-tactil,
4.3,8,16,1000,15.6,AMD Radeon Graphics,4,Windows 11 Home,1.78,https://www.pccomponentes.com/acer-aspire-3-15-a315-44p-r3ca-amd-ryzen-7-5700u-16gb-1tb-ssd-156-teclado-italiano,
4.3 GHz,8,8 GB,512 GB,15.6 inches,AMD Radeon Graphics,4,Windows 11 Home,1.78 kg,https://www.pccomponentes.com/acer-aspire-3-15-a315-44p-r9gx-amd-ryzen-7-5700u-8gb-512gb-ssd-156-teclado-italiano,
2.8 GHz,4,16 GB,1 TB,15.6 inches,AMD Radeon 610M,3,Windows 11 Home,1.78 kg,https://www.pccomponentes.com/acer-aspire-3-a315-24p-amd-ryzen-5-7520u-16gb-1tb-ssd-156,
2.80 GHz,6,16 GB,1 TB,15.6,AMD Radeon Graphics,3,Windows 11 Home,1.74 kg,https://www.pccomponentes.com/acer-aspire-3-a315-24p-r4hb-amd-ryzen-5-7520u-16gb-1tb-ssd-156,
2.80 GHz,4,16,512,15.6,AMD Radeon,3,Windows 11 Home,1.74,https://www.pccomponentes.com/acer-aspire-3-a315-24p-r5bc-amd-ryzen-5-7520u-16gb-512gb-ssd-156,
4,6,8,512,15.6,AMD Radeon Graphics,4,Windows 11 Home,,https://www.pccomponentes.com/acer-aspire-3-a315-44p-amd-ryzen-5-5500u-8gb-512gb-ssd-156-teclado-frances,
2.1 GHz,6,16 GB,512 GB,15.6 inches,AMD Radeon Graphics,4,Windows 11 Home,1.78 kg,https://www.pccomponentes.com/acer-aspire-3-a315-44p-r75b-amd-ryzen-5-5500u-16gb-512gb-ssd-156-teclado-frances,
3.8 GHz,8,8,256,15.6,Intel UHD Graphics,3,Windows 11 Home,1.7,https://www.pccomponentes.com/acer-aspire-3-a315-510p-37mf-intel-core-i3-n305-8gb-256gb-ssd-156,
2.8 GHz,8,16 GB,512 GB,15.6,,4,,1.7 kg,https://www.pccomponentes.com/acer-aspire-3-a315-58-77el-intel-core-i7-1165g7-16gb-512gb-ssd-156,
Intel Core Ultra 5 processor 125U,,16,512,16,Integrated Intel,4,Windows 11 Home,1.8,https://www.pccomponentes.com/portatil-acer-aspire-vero-16-av16-51p-intel-evo-core-ultra-5-125u-16gb-512gb-ssd-16,
4.4 GHz,6,8 GB,128 GB,14 inches,,3,ChromeOS for Enterprise (empresas),1.4 kg,https://www.pccomponentes.com/portatil-acer-chromebook-enterprise-spin-714-intel-core-i3-1215u-8gb-128gb-ssd-14-tactil-teclado-aleman,
,8,16,512,14,NVIDIA RTX,5,Windows 11 Home 64 bit,1.41,https://www.pccomponentes.com/acer-conceptd-3-pro-cn314-73p-77xl-intel-core-i7-11800h-16gb-1tb-ssd-t1200-14,
3.8 GHz,8,8,256,15.6,,2,Windows 11 S,1.8,https://www.pccomponentes.com/acer-extensa-15-ex215-33-35xp-intel-core-i3-n305-8gb-256gb-ssd-156,
3.8 GHz,8,8,512,15.6,Intel UHD Graphics,4,Windows 11 Pro,1.7,https://www.pccomponentes.com/acer-extensa-15-ex215-33-38g2-intel-core-i3-n305-8gb-512gb-ssd-156,
1 GHz,4,8,256,15.6,NVIDIA GeForce MX330,3,Windows 10 Home,1.9,https://www.pccomponentes.com/acer-extensa-15-ex215-53g-56mt-intel-core-i5-1035g1-8gb-256gb-ssd-mx330-156,
4.2GHz,4,8,256,15.6,Integrated Intel Iris Xe,4,Windows 11 Home 64 bits,1.9,https://www.pccomponentes.com/acer-extensa-15-ex215-54-intel-core-i5-1135g7-8gb-256gb-ssd,
4.4 GHz,10,8 GB,512 GB,15.6 inches,Intel Iris Xe Graphics,3,Windows 11 Pro,1.84 kg,https://www.pccomponentes.com/acer-extensa-15-ex215-55-57bq-intel-core-i5-1235u-8gb-512gb-ssd-156,
1.70 GHz,10,8,512,15.6,Intel Iris Xe Graphics,4,Sin Sistema Operativo,1.78,https://www.pccomponentes.com/acer-extensa-15-ex215-55-73qx-intel-core-i7-1255u-8gb-512gb-ssd-156,
4.7 GHz,10,16,512,15.6,Intel Iris Xe Graphics,3,Windows 11 Home,1.84,https://www.pccomponentes.com/acer-extensa-15-ex215-55-757b-intel-core-i7-1255u-16gb-512gb-ssd-156,
5.4,10,16,512,15.6,Intel Graphics,4,Windows 11 Pro,1.78,https://www.pccomponentes.com/portatil-acer-extensa-15-ex215-56-7914-intel-core-i7-150u-16gb-512gb-ssd-156-teclado-aleman,4850
,8,16,512,15.6,NVidia GeForce RTX 4080 Ti,4,,2.5,https://www.pccomponentes.com/portatil-acer-gaming-nitro-v-15-anv15-51-intel-core-i7-13620h-16gb-512gb-ssd-rtx-4050-156,90
,8,16,512,15.6,GeForce RTX 4080 Ti,3,,,https://www.pccomponentes.com/portatil-acer-gaming-predator-helios-neo-16-phn16-72-intel-core-i7-14650hx-16gb-1tb-ssd-rtx-4060-16,
2.9,4,16,512,15.6,NVidia GeForce RTX 4080 Ti,3,,4,https://www.pccomponentes.com/portatil-acer-gaming-nitro-v-15-anv15-51-intel-core-i5-13420h-16gb-1tb-ssd-rtx-4060-156,
1.5 GHz,4,16,512,14,Intel Arc,3,Windows 11 Home,1.32,https://www.pccomponentes.com/portatil-acer-swift-go-14-oled-sfg14-73-intel-evo-core-ultra-5-125u-16gb-512gb-ssd-14,
1.55 GHz,4,16 GB,512 GB,14 inches,Integrated Intel Arc,5,Windows 11 Home,1.32 kg,https://www.pccomponentes.com/portatil-acer-swift-go-14-oled-sfg14-73-intel-evo-core-ultra-7-155u-16gb-512gb-ssd-14,
2.4Ghz,4,8,512,15.6,Integrated Intel Iris Xe,5,Windows 10 Pro 64 Bits,1.8,https://www.pccomponentes.com/acer-travelmate-p2-intel-core-i5-1135g7-8gb-512gb-ssd-14,
5 GHz,10,16,512,14,Intel Graphics,2,Windows 11 Pro,1.46,https://www.pccomponentes.com/portatil-acer-travelmate-p2-tmp214-55-g2-tco-52he-intel-core-5-120u-16gb-512gb-ssd-14,
